product_name,description,rating,price,product_url,category
Boat Cameras Model 20585,"Boat Cameras Model 20585 built for performance, durability, and daily usage.",4.3,76078,https://www.amazon.in/dp/NEWITEM20585,other
Asus Smart Watches Model 20586,"Asus Smart Watches Model 20586 built for performance, durability, and daily usage.",3.9,10509,https://www.amazon.in/dp/NEWITEM20586,watch
Lenovo Cameras Model 20587,"Lenovo Cameras Model 20587 built for performance, durability, and daily usage.",4.8,76146,https://www.amazon.in/dp/NEWITEM20587,other
HP Laptops Model 20588,"HP Laptops Model 20588 built for performance, durability, and daily usage.",4.1,9708,https://www.amazon.in/dp/NEWITEM20588,laptop
Realme Mobiles Model 20589,"Realme Mobiles Model 20589 built for performance, durability, and daily usage.",4.7,79399,https://www.amazon.in/dp/NEWITEM20589,mobile
Noise Mobiles Model 20590,"Noise Mobiles Model 20590 built for performance, durability, and daily usage.",4.9,33524,https://www.amazon.in/dp/NEWITEM20590,mobile
OnePlus Mobiles Model 20591,"OnePlus Mobiles Model 20591 built for performance, durability, and daily usage.",4.3,84137,https://www.amazon.in/dp/NEWITEM20591,mobile
Lenovo Mobiles Model 20592,"Lenovo Mobiles Model 20592 built for performance, durability, and daily usage.",4.6,11222,https://www.amazon.in/dp/NEWITEM20592,mobile
Asus Cameras Model 20593,"Asus Cameras Model 20593 built for performance, durability, and daily usage.",3.9,70444,https://www.amazon.in/dp/NEWITEM20593,other
Lenovo Headphones Model 20594,"Lenovo Headphones Model 20594 built for performance, durability, and daily usage.",4.2,87577,https://www.amazon.in/dp/NEWITEM20594,other
Noise Mobiles Model 20595,"Noise Mobiles Model 20595 built for performance, durability, and daily usage.",4.9,28372,https://www.amazon.in/dp/NEWITEM20595,mobile
Canon Laptops Model 20596,"Canon Laptops Model 20596 built for performance, durability, and daily usage.",3.9,5745,https://www.amazon.in/dp/NEWITEM20596,laptop
MSI Smart Watches Model 20597,"MSI Smart Watches Model 20597 built for performance, durability, and daily usage.",4.3,31418,https://www.amazon.in/dp/NEWITEM20597,watch
Boat Cameras Model 20598,"Boat Cameras Model 20598 built for performance, durability, and daily usage.",4.5,87908,https://www.amazon.in/dp/NEWITEM20598,other
HP Mobiles Model 20599,"HP Mobiles Model 20599 built for performance, durability, and daily usage.",4.6,58295,https://www.amazon.in/dp/NEWITEM20599,mobile
Boat Cameras Model 20600,"Boat Cameras Model 20600 built for performance, durability, and daily usage.",4.5,84627,https://www.amazon.in/dp/NEWITEM20600,other
