product_name,description,rating,price,product_url,category
Dell Laptops Model 20384,"Dell Laptops Model 20384 built for performance, durability, and daily usage.",4.5,54954,https://www.amazon.in/dp/NEWITEM20384,laptop
Dell Smart Watches Model 20385,"Dell Smart Watches Model 20385 built for performance, durability, and daily usage.",3.7,55163,https://www.amazon.in/dp/NEWITEM20385,watch
Noise Laptops Model 20386,"Noise Laptops Model 20386 built for performance, durability, and daily usage.",4.8,59930,https://www.amazon.in/dp/NEWITEM20386,laptop
Asus Cameras Model 20387,"Asus Cameras Model 20387 built for performance, durability, and daily usage.",4.1,66770,https://www.amazon.in/dp/NEWITEM20387,other
OnePlus Mobiles Model 20388,"OnePlus Mobiles Model 20388 built for performance, durability, and daily usage.",4.1,70673,https://www.amazon.in/dp/NEWITEM20388,mobile
Canon Cameras Model 20389,"Canon Cameras Model 20389 built for performance, durability, and daily usage.",3.8,11286,https://www.amazon.in/dp/NEWITEM20389,other
Canon Cameras Model 20390,"Canon Cameras Model 20390 built for performance, durability, and daily usage.",3.6,29000,https://www.amazon.in/dp/NEWITEM20390,other
Asus Smart Watches Model 20391,"Asus Smart Watches Model 20391 built for performance, durability, and daily usage.",4.2,59372,https://www.amazon.in/dp/NEWITEM20391,watch
MSI Cameras Model 20392,"MSI Cameras Model 20392 built for performance, durability, and daily usage.",4.3,3872,https://www.amazon.in/dp/NEWITEM20392,other
OnePlus Laptops Model 20393,"OnePlus Laptops Model 20393 built for performance, durability, and daily usage.",4.4,81947,https://www.amazon.in/dp/NEWITEM20393,laptop
Lenovo Laptops Model 20394,"Lenovo Laptops Model 20394 built for performance, durability, and daily usage.",4.2,2081,https://www.amazon.in/dp/NEWITEM20394,laptop
OnePlus Laptops Model 20395,"OnePlus Laptops Model 20395 built for performance, durability, and daily usage.",3.9,52015,https://www.amazon.in/dp/NEWITEM20395,laptop
Boat Mobiles Model 20396,"Boat Mobiles Model 20396 built for performance, durability, and daily usage.",4.3,46355,https://www.amazon.in/dp/NEWITEM20396,mobile
OnePlus Smart Watches Model 20397,"OnePlus Smart Watches Model 20397 built for performance, durability, and daily usage.",4.4,16924,https://www.amazon.in/dp/NEWITEM20397,watch
Asus Smart Watches Model 20398,"Asus Smart Watches Model 20398 built for performance, durability, and daily usage.",4.8,58286,https://www.amazon.in/dp/NEWITEM20398,watch
HP Cameras Model 20399,"HP Cameras Model 20399 built for performance, durability, and daily usage.",3.8,82588,https://www.amazon.in/dp/NEWITEM20399,other
Lenovo Smart Watches Model 20400,"Lenovo Smart Watches Model 20400 built for performance, durability, and daily usage.",4.0,28418,https://www.amazon.in/dp/NEWITEM20400,watch
